action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1861053,[],CHEMBL919858,Displacement of [15I]IMPY from Abeta peptide plaques in Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(/C=C/c2cnc(OCCO)c(Br)c2)cc1,,,CHEMBL1147144,J Med Chem,2007,"{'bei': '23.24', 'le': '0.52', 'lle': '4.99', 'sei': '18.52'}",CHEMBL390561,,CHEMBL390561,8.44,0,http://www.openphacts.org/units/Nanomolar,635343,=,1,1,=,,Ki,nM,,3.6,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,3.6
,,1861054,[],CHEMBL919858,Displacement of [15I]IMPY from Abeta peptide plaques in Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,Oc1ccc(/C=C/c2cnc(OCCOCCOCCF)c(I)c2)cc1,,,CHEMBL1147144,J Med Chem,2007,"{'bei': '16.22', 'le': '0.40', 'lle': '3.74', 'sei': '12.63'}",CHEMBL228094,,CHEMBL228094,7.68,0,http://www.openphacts.org/units/Nanomolar,635342,=,1,1,=,,Ki,nM,,21.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,21.0
,,1861055,[],CHEMBL919858,Displacement of [15I]IMPY from Abeta peptide plaques in Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(/C=C/c2cnc(OCCOCCOCCF)c(I)c2)cc1,,,CHEMBL1147144,J Med Chem,2007,"{'bei': '16.54', 'le': '0.41', 'lle': '3.77', 'sei': '15.29'}",CHEMBL224147,,CHEMBL224147,8.05,0,http://www.openphacts.org/units/Nanomolar,635341,=,1,1,=,,Ki,nM,,9.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,9.0
,,1861056,[],CHEMBL919858,Displacement of [15I]IMPY from Abeta peptide plaques in Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(/C=C/c2cnc(OCCOCCOCCF)c(I)c2)cc1,,,CHEMBL1147144,J Med Chem,2007,"{'bei': '16.24', 'le': '0.40', 'lle': '3.82', 'sei': '18.54'}",CHEMBL227750,,CHEMBL227750,8.12,0,http://www.openphacts.org/units/Nanomolar,635340,=,1,1,=,,Ki,nM,,7.5,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,7.5
,,1861057,[],CHEMBL919858,Displacement of [15I]IMPY from Abeta peptide plaques in Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,Oc1ccc(/C=C/c2cnc(OCCOCCOCCF)c(Br)c2)cc1,,,CHEMBL1147144,J Med Chem,2007,"{'bei': '18.41', 'le': '0.41', 'lle': '3.75', 'sei': '12.91'}",CHEMBL226662,,CHEMBL226662,7.85,0,http://www.openphacts.org/units/Nanomolar,635339,=,1,1,=,,Ki,nM,,14.2,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,14.2
,,1861058,[],CHEMBL919858,Displacement of [15I]IMPY from Abeta peptide plaques in Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(/C=C/c2cnc(OCCOCCOCCF)c(Br)c2)cc1,,,CHEMBL1147144,J Med Chem,2007,"{'bei': '19.00', 'le': '0.42', 'lle': '3.91', 'sei': '15.87'}",CHEMBL227921,,CHEMBL227921,8.35,0,http://www.openphacts.org/units/Nanomolar,635338,=,1,1,=,,Ki,nM,,4.5,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,4.5
,,1861706,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,C(#Cc1ccccc1)c1ccccc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '37.91', 'le': '0.66', 'lle': '3.67', 'sei': None}",CHEMBL223309,DIPHENYLACETYLENE,CHEMBL223309,6.76,0,http://www.openphacts.org/units/Nanomolar,635942,=,1,1,=,,Ki,nM,,175.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,175.0
,,1861707,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,CN(C)c1ccc(C#Cc2ccc(OCCOCCOCCO)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '22.92', 'le': '0.43', 'lle': '5.91', 'sei': '16.55'}",CHEMBL413436,,CHEMBL413436,8.47,0,http://www.openphacts.org/units/Nanomolar,635959,=,1,1,=,,Ki,nM,,3.4,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,3.4
,,1861708,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(C#Cc2ccc(OCCOCCOCCO)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '23.48', 'le': '0.44', 'lle': '5.82', 'sei': '13.92'}",CHEMBL227674,,CHEMBL227674,8.35,0,http://www.openphacts.org/units/Nanomolar,635958,=,1,1,=,,Ki,nM,,4.5,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,4.5
,,1861709,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,Nc1ccc(C#Cc2ccc(OCCOCCOCCO)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '21.00', 'le': '0.39', 'lle': '5.10', 'sei': '9.70'}",CHEMBL227752,,CHEMBL227752,7.17,0,http://www.openphacts.org/units/Nanomolar,635957,=,1,1,=,,Ki,nM,,67.58,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,67.58
,,1861710,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,Oc1ccc(C#Cc2ccc(OCCOCCOCCF)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '22.60', 'le': '0.43', 'lle': '4.61', 'sei': '16.24'}",CHEMBL227751,,CHEMBL227751,7.78,0,http://www.openphacts.org/units/Nanomolar,635956,=,1,1,=,,Ki,nM,,16.5,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,16.5
,,1861711,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,CN(C)c1ccc(C#Cc2ccc(OCCOCCOCCF)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '22.98', 'le': '0.43', 'lle': '5.01', 'sei': '27.60'}",CHEMBL224096,,CHEMBL224096,8.54,0,http://www.openphacts.org/units/Nanomolar,635955,=,1,1,=,,Ki,nM,,2.9,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,2.9
,,1861712,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(C#Cc2ccc(OCCOCCOCCF)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '24.40', 'le': '0.46', 'lle': '5.21', 'sei': '21.96'}",CHEMBL227495,,CHEMBL227495,8.72,0,http://www.openphacts.org/units/Nanomolar,635954,=,1,1,=,,Ki,nM,,1.9,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,1.9
,,1861713,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,Nc1ccc(C#Cc2ccc(OCCOCCOCCF)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '22.33', 'le': '0.42', 'lle': '4.62', 'sei': '14.28'}",CHEMBL226610,,CHEMBL226610,7.67,0,http://www.openphacts.org/units/Nanomolar,635953,=,1,1,=,,Ki,nM,,21.5,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,21.5
,,1861714,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,CN(C)c1ccc(C#Cc2ccc(OCCOCCO)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '25.88', 'le': '0.48', 'lle': '5.88', 'sei': '20.08'}",CHEMBL389671,,CHEMBL389671,8.42,0,http://www.openphacts.org/units/Nanomolar,635952,=,1,1,=,,Ki,nM,,3.8,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,3.8
,,1861715,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(C#Cc2ccc(OCCOCCO)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '27.33', 'le': '0.51', 'lle': '5.99', 'sei': '16.78'}",CHEMBL227577,,CHEMBL227577,8.51,0,http://www.openphacts.org/units/Nanomolar,635951,=,1,1,=,,Ki,nM,,3.1,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,3.1
,,1861716,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,CN(C)c1ccc(C#Cc2ccc(OCCOCCF)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '25.35', 'le': '0.47', 'lle': '4.78', 'sei': '38.25'}",CHEMBL227576,,CHEMBL227576,8.30,0,http://www.openphacts.org/units/Nanomolar,635950,=,1,1,=,,Ki,nM,,5.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,5.0
,,1861717,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(C#Cc2ccc(OCCOCCF)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '28.47', 'le': '0.53', 'lle': '5.43', 'sei': '29.26'}",CHEMBL227521,,CHEMBL227521,8.92,0,http://www.openphacts.org/units/Nanomolar,635949,=,1,1,=,,Ki,nM,,1.2,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,1.2
,,1861718,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,Nc1ccc(C#Cc2ccc(OCCOCCF)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '26.46', 'le': '0.49', 'lle': '4.89', 'sei': '17.81'}",CHEMBL373663,,CHEMBL373663,7.92,0,http://www.openphacts.org/units/Nanomolar,635948,=,1,1,=,,Ki,nM,,12.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,12.0
,,1861719,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,COc1ccc(C#Cc2ccc(N)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '38.24', 'le': '0.69', 'lle': '5.86', 'sei': '24.22'}",CHEMBL223285,,CHEMBL223285,8.54,0,http://www.openphacts.org/units/Nanomolar,635947,=,1,1,=,,Ki,nM,,2.9,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,2.9
,,1861720,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,Nc1ccc(C#Cc2ccc(N)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '34.18', 'le': '0.61', 'lle': '4.87', 'sei': '13.68'}",CHEMBL227625,,CHEMBL227625,7.12,0,http://www.openphacts.org/units/Nanomolar,635946,=,1,1,=,,Ki,nM,,76.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,76.0
,,1861721,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,COc1ccc(C#Cc2ccc(O)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '38.07', 'le': '0.69', 'lle': '5.74', 'sei': '28.98'}",CHEMBL228034,,CHEMBL228034,8.54,0,http://www.openphacts.org/units/Nanomolar,635945,=,1,1,=,,Ki,nM,,2.9,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,2.9
,,1861722,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(C#Cc2ccc(O)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '39.52', 'le': '0.71', 'lle': '5.99', 'sei': '27.35'}",CHEMBL228033,,CHEMBL228033,8.82,0,http://www.openphacts.org/units/Nanomolar,635944,=,1,1,=,,Ki,nM,,1.5,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,1.5
,,1861723,[],CHEMBL918464,Displacement of [125I]IMPY from human beta amyloid plaque in brain homogenates,B,,,BAO_0000192,BAO_0000221,tissue-based format,Nc1ccc(C#Cc2ccc(O)cc2)cc1,,,CHEMBL1139874,J Med Chem,2007,"{'bei': '33.33', 'le': '0.60', 'lle': '4.60', 'sei': '15.08'}",CHEMBL373548,,CHEMBL373548,6.97,0,http://www.openphacts.org/units/Nanomolar,635943,=,1,1,=,,Ki,nM,,106.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,106.0
,,1916325,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(CCCF)c1ccc(-c2cn3cc(I)ccc3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '18.05', 'le': '0.46', 'lle': '2.99', 'sei': '35.97'}",CHEMBL69671,,CHEMBL69671,7.39,0,http://www.openphacts.org/units/Nanomolar,655187,=,1,1,=,,Ki,nM,,41.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,41.0
,,1916326,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(CCF)c1ccc(-c2cn3cc(I)ccc3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '19.00', 'le': '0.49', 'lle': '3.50', 'sei': '36.56'}",CHEMBL70894,,CHEMBL70894,7.51,0,http://www.openphacts.org/units/Nanomolar,655186,=,1,1,=,,Ki,nM,,31.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,31.0
,,1916327,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(-c2cn3cc(SCCO)ccc3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '22.51', 'le': '0.44', 'lle': '3.91', 'sei': '17.31'}",CHEMBL244995,,CHEMBL244995,7.06,0,http://www.openphacts.org/units/Nanomolar,655183,=,1,1,=,,Ki,nM,,88.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,88.0
,,1916328,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,COc1ccc(CSc2ccc3nc(-c4ccc(N(C)C)cc4)cn3c2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '20.75', 'le': '0.39', 'lle': '2.71', 'sei': '27.14'}",CHEMBL388460,,CHEMBL388460,8.08,0,http://www.openphacts.org/units/Nanomolar,655182,=,1,1,=,,Ki,nM,,8.3,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,8.3
,,1916329,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(-c2cn3cc(SCC(N)=O)ccc3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '19.63', 'le': '0.38', 'lle': '3.77', 'sei': '10.07'}",CHEMBL244994,,CHEMBL244994,6.41,0,http://www.openphacts.org/units/Nanomolar,655181,=,1,1,=,,Ki,nM,,391.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,391.0
,,1916330,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(-c2cn3cc(SCCO)ccc3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '20.68', 'le': '0.40', 'lle': '3.06', 'sei': '12.49'}",CHEMBL241986,,CHEMBL241986,6.19,0,http://www.openphacts.org/units/Nanomolar,655180,=,1,1,=,,Ki,nM,,645.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,645.0
,,1916331,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(-c2cn3cc(SCC(N)=O)ccc3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '18.36', 'le': '0.36', 'lle': '3.12', 'sei': '7.92'}",CHEMBL241985,,CHEMBL241985,5.74,0,http://www.openphacts.org/units/Nanomolar,655179,=,1,1,=,,Ki,nM,,1840.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,1840.0
,,1916332,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,Cc1cc(-c2cn3cc(Br)ccc3n2)ccc1N,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '20.46', 'le': '0.47', 'lle': '2.53', 'sei': '14.27'}",CHEMBL245210,,CHEMBL245210,6.18,0,http://www.openphacts.org/units/Nanomolar,655177,=,1,1,=,,Ki,nM,,658.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,658.0
,,1916333,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(-c2cn3cc(Br)ccc3n2)cc1Br,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '21.34', 'le': '0.58', 'lle': '3.56', 'sei': '27.72'}",CHEMBL245208,,CHEMBL245208,8.13,0,http://www.openphacts.org/units/Nanomolar,655176,=,1,1,=,,Ki,nM,,7.4,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,7.4
,,1916334,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(-c2cn3cc(O)ccc3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '26.66', 'le': '0.49', 'lle': '3.98', 'sei': '16.56'}",CHEMBL387998,,CHEMBL387998,6.75,0,http://www.openphacts.org/units/Nanomolar,655172,=,1,1,=,,Ki,nM,,177.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,177.0
,,1916335,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(-c2cn3cc(Br)cc(I)c3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '15.24', 'le': '0.46', 'lle': '2.31', 'sei': '32.80'}",CHEMBL242410,,CHEMBL242410,6.74,0,http://www.openphacts.org/units/Nanomolar,655170,=,1,1,=,,Ki,nM,,183.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,183.0
,,1916336,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CCSc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '27.17', 'le': '0.53', 'lle': '3.90', 'sei': '39.34'}",CHEMBL242194,,CHEMBL242194,8.08,0,http://www.openphacts.org/units/Nanomolar,655169,=,1,1,=,,Ki,nM,,8.3,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,8.3
,,1916337,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,COc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '27.74', 'le': '0.51', 'lle': '4.33', 'sei': '24.91'}",CHEMBL243492,,CHEMBL243492,7.42,0,http://www.openphacts.org/units/Nanomolar,655168,=,1,1,=,,Ki,nM,,38.5,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,38.5
,,1916338,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(-c2cn3cc([N+](=O)[O-])ccc3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '28.76', 'le': '0.53', 'lle': '5.14', 'sei': '12.75'}",CHEMBL244757,,CHEMBL244757,8.12,0,http://www.openphacts.org/units/Nanomolar,655167,=,1,1,=,,Ki,nM,,7.6,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,7.6
,,1916339,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(-c2cn3cc(C#N)ccc3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '30.83', 'le': '0.55', 'lle': '5.15', 'sei': '18.24'}",CHEMBL442269,,CHEMBL442269,8.09,0,http://www.openphacts.org/units/Nanomolar,655166,=,1,1,=,,Ki,nM,,8.2,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,8.2
,,1916340,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(-c2cn3cc(F)ccc3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '30.89', 'le': '0.57', 'lle': '4.68', 'sei': '38.39'}",CHEMBL241967,,CHEMBL241967,7.89,0,http://www.openphacts.org/units/Nanomolar,655165,=,1,1,=,,Ki,nM,,13.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,13.0
,,1916341,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(-c2cn3cc(Cl)ccc3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,"{'bei': '28.03', 'le': '0.55', 'lle': '3.90', 'sei': '37.08'}",CHEMBL394553,,CHEMBL394553,7.62,0,http://www.openphacts.org/units/Nanomolar,655164,=,1,1,=,,Ki,nM,,24.2,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,24.2
,,1916343,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C(=O)C(F)(F)F)c1ccc(-c2cn3cc(Br)ccc3n2)cc1Br,,,CHEMBL1148784,J Med Chem,2007,,CHEMBL388227,,CHEMBL388227,,0,http://www.openphacts.org/units/Nanomolar,655173,>,1,1,>,,Ki,nM,,1000.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,1000.0
,,1916344,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(-c2cn3cc(Br)cc(C#N)c3n2)cc1,,,CHEMBL1148784,J Med Chem,2007,,CHEMBL242411,,CHEMBL242411,,0,http://www.openphacts.org/units/Nanomolar,655171,>,1,1,>,,Ki,nM,,180.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,180.0
,,1916350,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(-c2cn3cc(SCCO)ccc3n2)cc1C,,,CHEMBL1148784,J Med Chem,2007,,CHEMBL245214,,CHEMBL245214,,0,http://www.openphacts.org/units/Nanomolar,655185,>,1,1,>,,Ki,nM,,1000.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,1000.0
,,1916351,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(-c2cn3cc(SCC(N)=O)ccc3n2)cc1C,,,CHEMBL1148784,J Med Chem,2007,,CHEMBL244996,,CHEMBL244996,,0,http://www.openphacts.org/units/Nanomolar,655184,>,1,1,>,,Ki,nM,,1000.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,1000.0
,,1916352,[],CHEMBL896239,Binding affinity to human beta amyloid plaque in alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(-c2cn3cc(Br)ccc3n2)cc1C,,,CHEMBL1148784,J Med Chem,2007,,CHEMBL241984,,CHEMBL241984,,0,http://www.openphacts.org/units/Nanomolar,655178,>,1,1,>,,Ki,nM,,1000.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,1000.0
